,vehicle_count,average_speed,lane_occupancy,flow_rate,time_of_day,waiting_time,avg_speed_kmph,density_veh_per_km,avg_wait_time_s,occupancy_pct,flow_veh_per_hr,queue_length_veh,avg_accel_ms2,SRI,Degree_of_congestion
199,86,18.83411356,85.8042417,954,afternoon,15.63648353,27.01,53.96,48.97,72.32,843.03,25.79,-0.288,1.3333333,Smooth
200,117,44.85758696,48.0129485,759,night,82.13519182,27.35,60.32,51.94,72.24,815.58,23.84,-0.22,3.658537,Mild congestion
201,69,32.44907641,90.9808982,1053,night,51.41614154,43.8,29.76,16.36,40.95,1523.37,10.5,0.452,3.1578953,Mild congestion
202,104,45.79399521,64.2169372,725,afternoon,0.956327267,3.93,88.53,117.15,94.34,117.3,57.64,-1.053,0.37037066,Smooth
203,120,41.80698617,28.5092266,692,afternoon,0.297136499,25.7,60.89,50.89,66.95,791.41,22.41,-0.257,0.37037066,Smooth
204,113,46.36274685,46.80377157,754,afternoon,2.156955264,67.62,10.4,5,11.16,2020.89,2.39,0.692,2.352941,Smooth
205,121,16.57158987,52.93471476,1472,evening,28.27803098,73.19,11.59,4.49,9.06,2029.99,2.69,0.897,-0.40000033,Very smooth
206,135,23.64083142,81.51586649,818,afternoon,50.53773975,43.16,28.2,22.18,37.82,1550.83,10.04,0.513,1.3333333,Smooth
207,44,45.66415394,86.18551642,810,evening,21.70500595,74.67,10.92,5.99,12.86,1979.95,3.21,0.757,1.3333333,Smooth
208,123,79.88840815,68.30117762,505,afternoon,22.95355548,21.83,55.32,59.64,72.24,720.58,28.46,-0.274,-0.40000033,Very smooth
209,116,64.64047999,29.41981052,784,afternoon,8.249787269,67.16,7.48,1.15,11.24,2015.16,2.66,0.758,2.5714285,Mild congestion
210,84,58.67989703,52.8568508,878,afternoon,18.44629251,25.42,58.8,48.24,68.44,832.68,20.06,-0.264,2.5714285,Mild congestion
211,101,38.09099213,13.06218524,871,morning,8.905561903,5.99,97.78,122.03,92.13,97.16,53.7,-0.935,0.71428627,Smooth
212,103,31.10907458,23.01094755,1487,evening,9.606690003,43.55,34.23,17.35,42.08,1422.33,10.78,0.32,2,Smooth
213,117,62.49347296,30.30586342,1049,morning,14.88598826,66.02,10.33,5.88,12.74,1967.15,3.12,0.801,5.263158,Heavy congestion
214,118,26.70049051,7.275993158,1299,afternoon,1.461373136,5.49,92.11,112.2,96.27,98.16,60.78,-1.053,2.4999998,Smooth
215,117,82.63859133,88.49886057,1402,morning,93.00503691,23.58,61.45,46.41,70.87,820.94,24.79,-0.278,4.782609,Mild congestion
216,98,49.13179254,12.26441772,633,morning,73.69399394,3.8,95.69,121.04,96.64,93.06,49.97,-1.077,6.0869565,Heavy congestion
217,62,90.2918766,69.68387261,753,night,47.72808985,22.24,55.83,54.62,66.78,782.27,25.82,-0.313,0.2702705,Smooth
218,75,84.06718723,50.56618688,1335,morning,25.21540465,67.5,10.1,4.58,11.3,2057.07,2.98,0.746,6.6037736,Heavy congestion
219,116,58.42606029,83.17678286,531,evening,50.30348918,6.01,86.81,114.4,98.41,116.14,53.11,-0.878,4.782609,Mild congestion
220,117,57.63367483,74.10357482,1072,afternoon,109.6490515,5.41,90.42,124.91,93.29,91.63,63.39,-1.011,4.782609,Mild congestion
221,91,37.09985727,75.97380053,1370,afternoon,10.00482454,5.1,93.27,118.75,90.01,121.65,63.61,-1.111,5.955056,Heavy congestion
222,104,76.44051337,41.83462777,623,night,13.58968269,69.64,12.43,0.34,13.15,1979.95,2.54,0.828,5.955056,Heavy congestion
223,44,42.37232986,83.39761359,928,night,39.17417141,69.98,12.83,4.19,9.84,1990.61,2.38,0.816,5.263158,Heavy congestion
224,132,16.23198835,9.474187559,910,evening,30.88927774,72.04,7.53,8.96,13.54,1956.12,1.84,0.904,4.285714,Mild congestion
225,48,73.07845266,44.44190159,947,evening,52.25803937,68.78,10.24,4.55,8.95,2022.63,2.19,0.885,2.4999998,Smooth
226,98,60.91515706,99.46140608,1373,afternoon,12.78444881,5.61,91.5,120.99,93.78,120.35,60.14,-1.209,2.4999998,Smooth
227,119,39.70125237,94.8114545,929,afternoon,11.15594625,47.76,28.94,16.43,42.08,1618.13,11.02,0.399,4.285714,Mild congestion
228,120,55.29899188,8.221258498,1441,morning,26.41447085,4.72,87.97,120.67,97.33,94.54,59.43,-0.931,-80.00001,Very smooth
229,42,50.65432067,57.29855892,1056,evening,4.729728292,23.26,55.62,54.25,64.41,855.44,25.95,-0.228,5.8139534,Heavy congestion
230,63,79.56441822,31.56506118,1453,night,1.211377525,43.85,26.62,22.83,45.08,1464.3,8.21,0.528,5.8139534,Heavy congestion
231,93,29.86081447,72.8472535,1195,afternoon,8.396803957,69.35,8.57,4.1,13.86,2098.31,2.16,0.712,2.9411767,Mild congestion
232,80,79.80007421,73.57874336,938,afternoon,5.170821451,3.48,91.1,123.87,92.56,97.14,63.03,-1.237,1.0344836,Smooth
233,107,76.60289011,0.009326802,540,morning,0.200927959,48.5,29.42,20.79,41.39,1498.35,11.41,0.405,1.3333333,Smooth
234,41,37.19027373,84.58191808,693,night,45.15352362,23.38,56.22,53.24,67.51,719.24,25.37,-0.227,0.71428627,Smooth
235,82,58.41152154,22.35827077,904,afternoon,23.50604497,3.49,90,123.8,95.98,88.73,63.79,-0.986,0.37037066,Smooth
236,24,60.95561752,96.59066142,635,evening,33.16485329,70.94,9.75,5.76,9.74,1944.92,2.8,0.613,0.37037066,Smooth
237,79,109.5729237,90.54313079,1487,evening,5.339748808,72.18,8.23,6.17,9.83,1922.05,2.55,0.817,0.71428627,Smooth
238,77,34.38534581,19.0659049,1196,evening,8.899341931,25.22,62.33,45.6,67.99,828.83,26.34,-0.345,-0.40000033,Very smooth
239,60,11.49016208,63.6335424,622,morning,1.859848584,66.33,9.18,4.32,11.81,1950.9,1.95,0.866,-0.8333325,Very smooth
240,100,9.797445364,29.6351306,726,morning,179.43106,23.76,58.46,51.77,72.1,746.98,26.41,-0.117,-1.3043473,Very smooth
241,120,54.2232707,10.29841354,1115,evening,3.263893437,7.27,91.77,122.44,97.28,96.16,62.71,-1.008,4.2222223,Mild congestion
242,26,70.49505223,87.40023281,1219,night,2.84135604,66.43,9.54,7.02,12.11,2010.75,3.52,0.716,-0.8333325,Very smooth
243,84,32.20852506,18.08264722,914,afternoon,28.57063347,70,9.94,6.31,7.88,1959.39,0.41,0.72,-0.8333325,Very smooth
244,122,46.17497977,42.09675604,1203,afternoon,12.09875042,70.43,8.78,4.01,9.01,2042.53,0.93,0.919,-0.40000033,Very smooth
245,52,41.1432093,92.4189126,1226,afternoon,65.56520826,42.88,32.05,15.6,42.47,1521.98,11.23,0.44,-0.40000033,Very smooth
246,86,27.13914574,7.53543414,1275,evening,53.42788209,3.98,89.06,124.56,95.54,124.31,59.5,-0.95,1.6129034,Smooth
247,50,62.0660781,55.05844957,584,evening,60.78331092,5.43,87.04,119.03,96.81,102.45,61.33,-1.074,2.352941,Smooth
248,118,15.06595212,57.21443723,596,evening,39.85551844,42.96,24.77,19.88,40.16,1479.59,7.94,0.31,-0.8333325,Very smooth
249,51,62.76197208,76.30667107,990,morning,4.239640229,46.75,29.92,18.99,43.69,1480.64,10.58,0.349,-0.8333325,Very smooth
250,35,41.39537509,82.71308698,1206,morning,1.971751932,69.99,14.38,7.12,10.81,2043.14,1.84,0.945,0.37037066,Smooth
251,34,69.69179079,42.41437948,1484,evening,2.00437911,23.2,60.89,55,68.05,762.65,23.93,-0.291,-7.492782061,Very smooth
252,122,53.45068413,74.36830407,1353,evening,48.55127209,71.57,11.88,4.43,7.31,2021.34,2.98,0.733,0.71428627,Smooth
253,118,18.99548837,91.04393171,1047,night,32.11103035,25.16,57.38,46.55,73.07,819.34,24.04,-0.318,0.71428627,Smooth
254,74,56.25367612,88.62661991,849,afternoon,118.8748121,25.05,60.18,45.65,71.1,697.86,27.59,-0.433,3.658537,Mild congestion
255,123,42.3408943,50.18190686,1254,morning,30.94332668,41.46,26.71,21.38,37.01,1534.48,9.77,0.432,2.0792081,Smooth
256,54,71.86069996,60.70295495,566,afternoon,8.601013465,5.27,89.82,115.79,95.01,105.51,58.09,-0.989,0.36144605,Smooth
257,118,64.54866556,67.28088619,1304,evening,2.813312247,72.76,7.11,3.2,10.89,2014.47,2.19,1.01,0.36144605,Smooth
258,128,72.87588973,81.91087999,841,evening,13.65224949,68.56,9.27,5.19,9.34,1952.07,3.51,0.777,0.36144605,Smooth
259,123,43.09484305,50.77330898,501,night,6.682919483,4.36,93.46,123.22,92.74,95.07,61.93,-1.015,1.1111112,Smooth
260,101,31.6785008,11.19000193,1321,night,29.69774367,40.89,33.48,19.12,41.06,1475.98,9.32,0.441,0.24390262,Smooth
261,89,49.70834533,38.53017371,1406,morning,3.026543679,74.77,6.66,3.11,10.2,1989.65,1.42,0.821,0.6976746,Smooth
262,52,64.66156499,72.02020794,1201,morning,44.41954534,43.94,28.64,18.5,39.87,1513.04,9.84,0.496,0.6976746,Smooth
263,63,30.82866908,62.37989452,744,afternoon,35.77621963,68.37,9.19,4.83,8.59,1965.75,2.16,0.91,0.8045979,Smooth
264,59,56.1750597,75.34918015,721,afternoon,39.99488263,45.8,30.12,18.89,48.89,1578.55,11.5,0.372,0.8928572,Smooth
265,124,57.52014366,49.99537383,1483,morning,100.9838577,23.91,56.72,56.71,71.64,727.32,23.83,-0.271,1.0526311,Smooth
266,93,77.50718596,17.44047725,925,evening,31.54270619,70.59,11.6,1.55,9.01,1997.78,1.26,0.845,1.9047617,Smooth
267,121,29.15433109,11.52075386,1023,morning,46.61334388,42.83,27.44,18,40.39,1489.15,9.92,0.305,0.3773581,Smooth
268,76,59.84921081,48.1261939,1015,afternoon,2.674923014,25.15,59.65,47.32,70.14,788.89,23.66,-0.309,0.7272726,Smooth
269,30,40.16162053,20.57248362,964,morning,85.98885424,74.44,10.81,3.04,7.25,2028.97,1.81,0.823,0.7272726,Smooth
270,42,34.89642201,98.22668881,1208,afternoon,7.399002245,23.91,59.61,48.02,67,800.75,24.31,-0.267,0.7272726,Smooth
271,67,88.84842375,19.87529719,705,afternoon,20.38033516,43.98,30.47,18.2,41.59,1481.29,9.01,0.439,0.19230716,Smooth
272,125,58.90644187,56.67842947,1391,afternoon,94.46257346,43.34,26.68,21.92,38.71,1515.13,8.45,0.391,0.8928572,Smooth
273,101,80.73867734,0.176793419,935,night,5.930252096,24.4,63.01,52.64,68.43,754.09,25.55,-0.33,0.55555534,Smooth
274,67,35.05899598,25.36450822,1332,evening,1.084580865,43.39,34.56,20.82,38.77,1466.72,8.67,0.363,1.8965514,Smooth
275,54,83.53177015,25.91384872,1097,afternoon,10.57469109,70,7.02,6.71,11.72,2072.92,3.14,0.756,2.8787875,Mild congestion
276,41,41.84777875,73.79874356,1134,evening,5.10143559,26.65,63.24,51.79,71.11,723.08,23.1,-0.202,2.1666665,Smooth
277,126,65.90039698,49.56261385,495,evening,33.08135666,46.87,31.34,21.54,42.43,1468,13.18,0.348,-12.27865301,Very smooth
278,108,31.09679289,1.209185101,596,morning,9.787474091,26.45,62.16,43.37,70.61,780.27,26.35,-0.234,1.1320751,Smooth
279,70,28.54183753,37.91709389,1223,night,1.947015717,5.26,86.59,122.24,93.75,123.65,60.61,-0.964,1.1320751,Smooth
280,28,49.46837167,64.47810971,1370,night,67.05439022,24.9,56.89,49.78,68.91,796.79,27.4,-0.213,2.7692306,Mild congestion
281,24,80.97945419,63.67069549,1001,evening,1.522219882,25.82,65.29,44.38,69.9,758.52,21.22,-0.112,1.8965514,Smooth
282,36,75.27626226,5.388871421,1256,evening,9.493609603,4.78,93.4,117.53,94.99,99.32,59.61,-0.826,1.4545453,Smooth
283,106,52.82636245,92.89129324,826,morning,8.244729462,47.19,26.82,17.57,40.23,1468.72,9.03,0.63,1.4545453,Smooth
284,47,43.53771126,24.69910687,709,morning,0.713623415,48.04,31.12,21.4,42.61,1479.88,10.07,0.334,1.8965514,Smooth
285,34,56.36874707,89.15261141,1026,afternoon,5.418068536,47.06,30.75,17.75,44.97,1502.86,10.28,0.446,1.8965514,Smooth
286,45,28.9581946,21.34144459,505,night,50.5974976,67.48,10.88,4.08,13.4,2029.97,0.81,0.836,1.7543855,Smooth
287,121,52.80014083,56.78502843,783,night,1.147511815,67.13,11.19,4.38,11.03,2022.7,1.9,0.823,1.5454547,Smooth
288,46,50.94645478,40.60803082,722,evening,0.705038473,5.23,93.9,124.71,93.17,114.62,62.68,-1.04,0.54054093,Smooth
289,73,51.03498407,58.13492831,695,afternoon,30.15539737,27.59,57.21,52.03,66.61,762.45,26.11,-0.22,0.54054093,Smooth
290,97,59.28907772,49.78628142,1327,evening,2.793795893,46.95,33.2,19.25,43.46,1515.79,11.16,0.308,0.79999924,Smooth
291,73,65.84083009,0.204731085,1269,evening,13.93634767,63.51,10.75,5.22,6.87,2037.49,2.67,0.698,0.79999924,Smooth
292,104,2.197773282,35.13323748,1256,afternoon,0.064315513,46.99,32.78,21.95,39.15,1453.22,7.83,0.408,2.2222223,Smooth
293,29,33.38204339,1.121715633,1139,night,13.50037841,21.8,58.92,52.49,67.38,783.29,26.31,-0.257,2.2222223,Smooth
294,102,36.88906105,68.33665347,804,evening,11.4836067,26.11,60.26,52.81,70.4,793.97,27.01,-0.194,-9.737864365,Very smooth
295,103,46.83322996,85.34958052,856,evening,28.45670658,41.83,34.23,16.99,40.46,1489.39,10.18,0.473,1.1363637,Smooth
296,116,48.59498208,38.47144617,658,morning,20.74020842,47.05,29.57,23.72,43.48,1513.82,10.93,0.543,2.9166667,Mild congestion
297,41,62.68334085,52.48020376,856,night,34.04507695,73.68,6.94,7.05,11,1992.99,1.44,0.65,3.131313,Mild congestion
298,64,56.4401926,6.583734718,1491,evening,82.39860665,72.48,7.37,1.11,10.56,1963.75,2.35,0.736,3.2673268,Mild congestion
299,63,73.96490671,38.51974088,1347,afternoon,47.56773842,2.55,85.48,124.64,96.23,87.57,63.26,-0.898,0.29850715,Smooth
300,83,43.99701995,13.88604064,744,evening,81.339492,47.52,27.64,19.86,39.66,1544.5,12.43,0.424,1.5584414,Smooth
301,115,36.41676554,6.470183895,596,morning,1.672541209,4.79,86.9,116.91,92.18,72.59,59.4,-1.085,0.57971007,Smooth
302,117,47.20184055,17.20331475,1260,night,139.1897267,20.34,60.67,46.6,70.16,758.22,31.96,-0.228,-2.1052628,Very smooth
303,42,50.59573362,87.08439436,1146,night,11.66086933,69.44,10.09,7.3,8.06,1922.42,2.09,0.711,1.1538457,Smooth
304,46,51.98848523,98.22044033,857,morning,9.718681651,4.68,93.48,128.76,94.35,125.73,56.62,-1.023,1.6363636,Smooth
305,106,44.88092784,87.92141328,934,morning,15.5013669,67.96,9.93,4.22,10.22,1983.16,2.22,0.834,2.2033896,Smooth
306,81,71.7163375,96.96704717,1098,afternoon,45.87747359,21.29,57.02,48.92,73.7,814.63,25.64,-0.311,1.1538457,Smooth
307,73,69.70621072,73.08068015,1108,morning,92.55970164,70.24,13.47,2.33,6.47,2005.01,1.83,0.916,-0.697675,Very smooth
308,42,71.75139814,15.97054998,1397,evening,24.23894662,67.06,11.35,7.11,9.47,1961.32,1.81,0.838,0.91743124,Smooth
309,96,30.26647459,56.31704531,1008,night,5.030817275,27.95,60.96,62.09,70,839.25,23.14,-0.291,0.7476635,Smooth
310,106,64.4929846,73.15960696,1433,night,7.22602723,25.52,60.42,48.94,71.54,851.67,25.05,-0.237,2.3255813,Smooth
311,30,82.11545459,51.34627941,493,evening,15.59455516,27.25,57.57,57.15,70.99,773.5,22.92,-0.347,0.3030302,Smooth
312,113,72.38825827,55.46672341,740,evening,13.659703,5.77,84.56,124.74,98.69,86.17,56.46,-0.959,1.5044247,Smooth
313,120,39.72695895,58.6190095,862,evening,8.164893519,3.93,89.67,121.19,95.75,124.49,61.43,-0.919,0.6796115,Smooth
314,107,43.36383847,46.68464394,730,afternoon,56.95927804,42.85,31.87,19.97,42.84,1464.83,9.93,0.347,-0.5494506,Very smooth
315,60,18.60386893,29.05884664,1465,afternoon,9.85980777,45.76,29.3,19.86,39.94,1444.02,11.75,0.268,3.2394364,Mild congestion
316,104,75.71791746,63.70251388,1171,evening,26.95007305,43.04,25.85,19.44,37.58,1475.72,7.21,0.499,-0.21276613,Very smooth
317,42,30.46663068,5.350839589,776,night,19.57759536,46.66,35.17,20.6,40.16,1545.13,12.51,0.412,0.49504954,Smooth
318,71,40.41664639,17.09272467,1353,night,77.09833501,3.54,88.47,115.15,94.13,88.75,55.66,-0.913,1.4285713,Smooth
319,104,61.17785325,92.5261538,1075,evening,29.74016049,48.64,34.34,21.02,42.7,1454.81,9.78,0.361,1.4285713,Smooth
320,66,52.89031877,48.88162525,794,night,12.10821081,68.13,10.77,7.79,13.23,1996.28,2.46,0.729,3.3802814,Mild congestion
321,127,57.29022271,82.16838114,1182,morning,30.54071808,70.36,12.4,7.92,9.23,1973.1,1.93,0.844,3.285714,Mild congestion
322,95,38.47398347,72.65406917,701,afternoon,11.5216718,28.65,57.74,54.77,69.14,761.32,27.86,-0.28,2.033898,Smooth
323,123,24.82514486,32.0709054,968,evening,2.858002246,68.02,9.11,6.87,13.65,2066.35,1.05,0.901,2.7692306,Mild congestion
324,91,54.32287489,80.36490631,1140,morning,19.91964434,24.77,55.9,39.74,73.23,795.44,22.83,-0.283,1.1320751,Smooth
325,49,32.39154262,9.132244005,661,afternoon,59.0258832,69.68,12.33,6.89,6.96,2006.5,1.4,0.832,2.4193544,Smooth
326,106,60.40892052,87.49782543,542,evening,71.96658647,24.05,56.68,46.36,71.73,809.33,25.87,-0.203,3.0882351,Mild congestion
327,102,32.16707106,68.05600013,1383,morning,23.540908,5.33,90.57,113.43,91.93,116.27,56.69,-0.962,1.1320751,Smooth
328,73,47.01062754,92.70723169,1189,afternoon,36.07160955,66.01,7.37,1.52,9.12,1979.44,2.06,0.83,2.7692306,Mild congestion
329,41,84.31950865,89.55104002,881,night,28.30148341,4.33,85.16,117.24,97.7,101.28,59.86,-1.012,2.7692306,Mild congestion
330,107,54.3667851,38.02620356,775,afternoon,49.95245613,72.19,14.27,3.06,6.16,2103.41,2.76,0.936,2.2950816,Smooth
331,53,34.00231047,85.68325219,1117,afternoon,3.26849746,43.52,35.1,22.41,44.08,1509.08,12.77,0.536,2.8787875,Mild congestion
332,78,59.98193235,56.3016072,736,evening,15.3934495,43.77,28.43,17.77,40.22,1532.86,10.19,0.346,3.1884058,Mild congestion
333,48,47.16302524,15.71143164,1251,afternoon,8.753945176,45.65,32.88,25.68,38.15,1527.46,9.52,0.472,3.733333,Mild congestion
334,120,34.22750823,82.95508634,870,evening,0.197928362,5.05,91.2,118.65,93.07,110.67,62.86,-1.104,0.9615379,Smooth
335,65,50.48695435,90.79197586,731,night,53.14457333,22.4,65.21,44.53,72.92,776.98,24.58,-0.348,3.3802814,Mild congestion
336,47,74.80360372,8.454720766,1302,evening,4.322543547,5.16,94.26,114.88,97.78,100.37,62.44,-0.979,-4.593061722,Very smooth
337,34,62.07969508,93.05528441,1288,afternoon,11.71916089,46.92,33.37,24.76,40.15,1505.09,11.26,0.452,0.4999995,Smooth
338,87,46.36026744,60.12649096,709,evening,60.49438848,43,29.41,17.14,43.09,1569.92,6.68,0.374,-0.27027047,Very smooth
339,115,25.74371718,2.58974154,1465,night,38.33046799,68.77,9.53,3.34,12.46,1995.44,0.94,0.761,1.7391303,Smooth
340,51,64.68667768,54.17946313,855,evening,25.15998539,23,59.96,52.82,72.19,832,24.24,-0.197,2.9629626,Mild congestion
341,43,59.55956196,79.67490343,763,morning,11.14354472,23.61,58.84,45.14,74.11,782.24,25.5,-0.31,-1.1764716,Very smooth
342,122,17.47130236,53.31814471,463,afternoon,21.72812662,70.04,7.9,4.02,10.77,1993.37,1.53,0.84,0.73170704,Smooth
343,112,20.37027381,70.7246254,1217,morning,1.736432923,45.46,25.71,17.71,36.93,1553.02,9.18,0.377,-4.593061722,Very smooth
344,115,81.45436536,87.95827319,1235,morning,38.98120888,67.2,9.02,6.44,8.52,2054.12,1.94,0.818,-1.1764716,Very smooth
345,53,56.40120017,86.97615102,738,afternoon,8.127331274,70.05,9.45,1.33,8.18,1979.47,2.52,0.758,-1.1764716,Very smooth
346,109,22.15314839,17.88699179,623,evening,19.57168975,3.33,88.37,119.75,97.88,117.62,59.53,-1.013,0.25640956,Smooth
347,81,72.73722438,42.71300251,1366,night,2.977037252,70.11,10.47,6.72,13.37,2008.79,3.5,0.878,-0.27027047,Very smooth
348,41,74.33067345,11.11650659,922,morning,37.21785559,75.78,8.08,5.55,10.14,2017.59,1.64,0.888,4.1538463,Mild congestion
349,85,35.80403601,59.50978171,933,night,67.85231632,42.42,34.37,15.69,38.93,1427.14,9.34,0.421,-0.27027047,Very smooth
350,63,31.54719264,95.47267511,601,evening,18.26067075,27.22,56.42,60.71,71.06,743.48,23.66,-0.243,0.73170704,Smooth
351,46,51.59027435,18.1846973,907,evening,2.60681168,71.89,8.36,0.3,8.41,2038.17,1.18,0.76,1.3636359,Smooth
352,43,53.20206382,40.36303638,668,morning,87.05352463,46.84,31.05,18.46,37.55,1528.84,11.03,0.34,1.724138,Smooth
353,56,46.83609694,95.40268,944,night,17.77459441,70.26,10.77,3.32,5.65,2001.54,2.18,0.772,2.258064,Smooth
354,29,28.54897566,75.01182264,895,evening,2.512519505,70.99,10.73,3.81,13.01,2045.35,2.93,0.836,1.724138,Smooth
355,60,42.96590107,7.116947907,751,afternoon,6.263432372,66.55,9.36,5.35,11.75,2043.54,2.38,0.828,1.4285712,Smooth
356,94,41.51350168,42.84155666,962,morning,3.829706645,44.53,28.62,19.3,34.16,1537.33,11.37,0.551,1.1111107,Smooth
357,73,20.24192811,98.78857215,1022,evening,6.601649886,5.78,94.89,120.72,92.79,107.49,61.68,-1.097,0.76923,Smooth
358,45,69.83114606,45.32425985,1513,morning,5.080487029,41.41,26.13,22.69,44.16,1548.98,7.82,0.516,2.258064,Smooth
359,118,28.77223016,62.94014099,1279,morning,76.87085244,6.85,92.61,112.72,95.99,123.78,58.24,-1.017,-13.96695944,Very smooth
360,63,76.11987695,70.09767011,817,afternoon,7.036537881,69.07,14.97,2.24,9.2,2040.27,1.03,0.756,1.9999993,Smooth
361,46,53.06742651,66.39313898,789,evening,17.50009728,68.83,8.48,3.47,9.44,2003.36,1.87,0.974,1.9999993,Smooth
362,39,37.16005026,51.8718459,672,afternoon,39.26654749,26.65,63.28,52.89,66.57,799.34,26.42,-0.405,1.9999993,Smooth
363,127,57.75179727,13.27956875,802,morning,33.90059306,65.71,6.29,7.71,8.84,1934.24,1.54,0.724,1.9999993,Smooth
364,120,47.34068583,70.84148601,618,evening,94.02652134,71.82,8.93,2.99,9.12,1956.83,1.61,0.786,1.724138,Smooth
365,102,76.48409829,93.33278727,550,night,101.4679388,67.65,9.93,5,9,1957.45,1.36,0.723,0.76923,Smooth
366,79,92.42018441,94.16966473,959,morning,25.36759432,70.44,11.61,7.03,8,2047.07,1.53,0.812,1.9999993,Smooth
367,122,57.85007819,59.33894062,754,evening,41.86658529,70.42,9.54,7.88,9.26,1984.94,0.26,0.65,0.9523809,Smooth
368,50,46.42458123,49.21974891,1144,afternoon,14.63502256,48.33,29.55,20.77,43.3,1507.93,10.2,0.462,2.1649485,Smooth
369,82,82.05667215,33.39611003,725,morning,16.82412449,25.83,62.75,44.1,74.73,787.38,30.71,-0.28,1.3636363,Smooth
370,84,45.90489953,10.35689887,1309,evening,3.306884897,69.97,8.65,0.64,7.88,2019.31,0.64,1.011,1.6483518,Smooth
371,123,39.46397669,88.31178243,1109,afternoon,33.57236738,3.08,87.95,115.22,93.8,100.03,61.03,-0.973,0.617284,Smooth
372,73,74.61120257,13.70534206,811,night,9.46634768,6.6,87.95,116.96,91.66,96.12,62.8,-1.181,-0.27027,Very smooth
373,111,66.79144621,28.79457295,1516,afternoon,2.496926192,46.25,24.91,17.81,40.52,1503.07,8.26,0.418,-0.27027,Very smooth
374,91,39.71816436,74.03984708,1115,morning,3.101903191,67.69,14.25,6.76,9.72,1976.09,2.72,0.784,1.8279569,Smooth
375,122,56.29853853,70.47636837,1162,afternoon,38.44473026,73.3,12.92,4.47,8.3,2068.77,2.21,1.061,1.8279569,Smooth
376,46,43.12228501,68.1012754,1022,evening,7.799173328,3.45,94.43,129.04,95.33,120.13,60.72,-1.048,1.9148936,Smooth
377,102,62.08459308,74.17069955,1132,morning,44.08836215,40.89,26.97,14.65,42.15,1426.24,13.11,0.396,1.5555556,Smooth
378,124,60.08698231,54.19774139,1024,morning,70.90829425,67.42,10.85,5.16,13.07,2014.3,2.4,0.828,2,Smooth
